cnt|micro
2|Right Fork of Rockhouse Rd
2|Right Fork of Smokey Br
4|Right Fork of Three Mile Rd
2|Right Fork of Upper Pompey Rd
1|Right Fork of Vanzel Borders Rd
2|Right Fork Ousley Branch
1|Right Fork Overstreet Rd
7|Right Fork Peter Fork Rd
76|Right Fork Rd
7|Right Fork Red Creek Rd
2|Right Fork Rice Branch Rd
4|Right Fork Road Creek
2|Right Fork Roe Creek Rd
2|Right Fork Rolling Acres Rd
14|Right Fork Run Rd
1|Right Fork Samons Branch
2|Right Fork Shepherd Branch Rd
3|Right Fork Sherwood Dr
2|Right Fork Short Branch
2|Right Forks Kite Rd
5|Right Fork Smith Creek
2|Right Fork Smokey Branch Rd
1|Right Fork Snowden Branch
1|Right Fork Spencer Branch
3|Right Fork Spencer Fork Rd
4|Right Fork Spring Branch
1|Right Fork Spurlock Creek
8|Right Fork Stonecoal Creek
5|Right Fork-Stone Coal Rd
3|Right Fork Stumbo Hollow Rd
3|Right Fork Sunny Rd
2|Right Fork Swinge Camp Branch
6|Right Fork Sycamore
7|Right Fork-Sycamore
5|Right Fork Sycamore Rd
1|Right Fork Tackett Fork
1|Right Fork Tackett Hollow
2|Right Fork Thealka
2|Right Fork Torchlight Rd
2|Right Fork Town Branch Hollow
2|Right Fork Trace Creek Rd
1|Right Fork Turkey Creek Rd
11|Right Fork Turner Branch
5|Right Fork Two Mile Rd
1|Right Fork Water Birch Rd
5|Right Fork Webb Hollow
1|Right Fork Webb Hollow Rd
3|Right Fork Wentz Hollow Rd
2|Right Fork-White Oak Creek
6|Right Fork Williams Branch Rd
17|Right Fork Wilson Creek Rd
3|Right Fork Wolfe Run Rd
27|Right Freemans Creek Rd
19|Right French Creek Rd
2|Right Good Ln
3|Right Greasy Camp St
1|Right Grove Ave
32|Right Hand Canyon Rd
2|Right Hand Fork of Morgans Run
22|Right Hand Fork Rd
13|Right Hand Gap Rd
2|Right Hand Poor Valle Rd
1|Right Hand Poor Valley Rd
7|Right Higgins Creek Rd
3|Right House Ln
2|Right Lady Belle Pl
2|Right Laurel Lick Rd
8|Right Ln
2|Right Loveberry Rd
10|Right Marcum St
5|Right Oakley Creek Rd
7|Right of Way
2|Right-Of-Way
3|Right of Way Ln
90|Right of Way Rd
2|Right-Of-Way Rd
2|Right of Way Rd Old
2|Right of Way Row
2|Right on Way
2|Right O Way
2|Right O Way Rd
16|Right Penhook Rd
25|Right Poor Valley Rd
2|Right Prong Blue Buck Rd
2|Right Prong Pretty Creek Rd
6|Right Prong Rd
7|Right Rd
11|Right Rd Old
2|Right Rudder Ct
1|Right Saw Mill Rd
2|Right Short Branch
2|Right St
3|Right Sugar Camp Rd
3|Right Trace Fork Rd
11|Right Turkey Toe Branch
9|Right Way
9|Right Way Path
6|Right Way Rd
2|Right Way St
9|Right Wing Dr
2|Right Wing NW Ct
1|R I H T Way
10|Rindge State Rd
1|Rio Camino SW Ave
3|Rio del Norte NW Ct
2|Rio Norte NE Ct
4|Rio Norte NE Rd
2|River Bend Rv Cir
2|Riverchase Cir E NE
2|Riverchase Cir West NE
1|River Commons N Cir
2|River Commons S Cir
2|River Commons W Cir
8|River Co Rte 1 Rd
2|River Cove NE Ct
4|River Crossing SW Rd
1|River Fk Rd
2|Riverfront Drive (c St)
1|River Hills Drive W Ct
6|River North NW Pkwy
4|River North SE Rd
8|River Road East Rd
1|River Road E Ct Old
11|River Road West Rd
7|Riverside Plaza NW Ln
3|River To River Rd
8|Riverview Road (Od Rd)
7|River Vu Rd
2|River Walk NW Ct
3|River Way SW Ct
2|Rl Lewis SE Ln
1|R & M Mobile Home Park Rd
8|Rnch Rd 468-Old Dobie Rd
17|Ro4 Miller Rd
1|Road 7 - Post Mountain Rd
2|Road F Bird Rd
1|Road Fk Rd
8|Road To 3/5 Rd
1|Road To Great Neck Rd
14|Road To the Lake Rd
1|Road To the Ranches Rd
92|Roane State Hwy
2|Robbie Jo Rd
2|Robert C Daniel Jr Pkwy
5|Robert E Lee E Blvd
1|Robert E Lee SW Rd
4|Robert E Lee W Blvd
2|Robert Greene Rd
12|Robert J Conlan NE Blvd
2|Robert Jr Rd
15|Robert Trent Jones Jr Blvd
2|Robin Cove NW Rd
2|Robinson Walk NE Ct
2|Robin Way SW Ct
23|Roby Greene Rd
1|Rock Co Hwy 2
17|Rockhill To Brooklyn Rd
2|Rocking Km Rd
3|Rocking S SE Ln
3|Rockin Mn Ranch Rd
13|Rock Island Right of Way
17|Rockland State Hwy
13|Rockland Township Rd
2|Rock N' Creek Rd
4|Rock 'n Roll Ln
2|Rock N' Wood Rd
2|Rock Way NW Ct
2|Rocky Knoll E Cir
3|Rocky Knoll NE Ct
5|Rocky Knoll NE Ln
3|Rocky Road SE Ln
30|Roger B Chaffee Memorial SE Blvd
6|Roger B Chaffee SE Blvd
13|Rogers Lane SW Ave
2|Ro Jo Ja Dr
1|Ro Ju Os Pl
2|Rollins Craig Star Route Way
15|Rome State Rd Old
12|Ronald Reagan Cross County Hwy
2|Ron Ed Ln
5|Rosemary Loop SE Rd
4|Roughing It Rd
2|Round To It Ln
2|Roy Greene Rd
1|R R Access Rd
10|RR Aly
1|RR Anderson Rd
20|RR and Ltl Rd
2|R R and V Rd
23|R R Ave
58|RR Ave
6|R R Baker Rd
4|R R Bed Rd
1|RR Bed Saimonhole Rd Old
8|R R Bridge Creek Rd
4|R R Bridge Rd
1|RR Crossing Ln
3|RR Eppes Rd
3|R R Epps Rd
1|R&r Farm Ln
3|R R Gerald Ln
2|R R Gordon Rd
2|RR Grade Rd Old
1|R&R Hideaway Hollow Rd
5|RR Hightower Ln
10|R R & Lin T L Rd
3|R R L Park Loop
15|RR Oxford Ave
6|RR Rd
6|RR Rd Old
10|RR Ruritan Club Rd
1|RR SE Ave
2|R R Svc Rd
1|RR Track Rd Old
2|RR Trl
2|R R Wilson Rd
1|R&s Farm Ln
4|Rte Route Co Rd 18 E Alt
4|Rte Route Hwy 80 Alt
8|Rte Route Route A1A Alt
9|Rte Route Route Approach Alt
22|Rte Route State Route 49 A Alt
22|Rte Route State Route 49 Alt
2|Rte Rt 773 Alt
6|Rte US Highway 54 Alt
2|Rubin Billie Jr Ln
13|Ruby H Harper SE Blvd
26|Rudolph Weir Jr Rd
1|Rue-En-Urbe Ct
4|Rufer Twp Rd 22
3|Ruffing It Ln
4|Ruf N It Rd
9|Rught Fk Greasy Creek Rd
1|Rural Route Rd Old
2|Rush Point Drive W Cir
37|Russell Curry Rd
3|Russell Greene Rd
4|Russell Way NE Ct
3|S 266th Ge Ave
53|S-2th Rd /us Hwy 77
5|S 433rd W Ave Est Ave
27|S 6th Street Frontage E Rd
39|S 6th Street Frontage W Rd
11|Saddleback Loop NW Way
2|Saddle Path N Ln
6|Saddle Ridge State Rte
1|Sah Ka Na Ga View Rd
5|Saint Albans State Hwy
4|Saint Johns Er Church Rd
1|Salado Creek Rd (Co Rd C11)
6|Salem Cove SE Way
2|Salem Rd SW Ct
8|Salem Twp Rd 628
2|Sally Fb Ln
3|Sally Jo Ln
6|Sal Si Puedes Rd
1|Samaria Po Rd
2|Sam Ed Lowe Rd
9|Sam Greene Rd
2|Sammie Jo Ln
2|Sammi Jo Ln
2|Sammy Jo Cir
2|Sammy Jo Cv
6|Sammy Jo Rd
1|Sammy Wilson State Rte
4|San An Rd
2|Sand Cove W Trl
3|Sanders Loop N Rd
3|Sanders Loop S Rd
28|Sandhill Hickory Lvl Rd
23|Sandhill Township Rd
13|San Diego County Highway S 13
3|Sandtown Place SW Ct
37|Sandy Cross NE Rd
2|Sandy Knoll N Cir
2|Sandy Knoll S Cir
4|Sandy Lane SE Ct
1|Sandy Loop NE Rd
2|Sandys Parish Rd
2|San Jo Cove
15|San Lu Rae SE Dr
13|San Lu Rue Ave
2|Sanra Fe Trl
7|Sante Fe Ave
10|Sante Fe Blvd
21|Sante Fe Cir
4|Sante Fe Ct
2|Sante Fe Ln
28|Sante Fe Pl
19|Sante Fe Rd
2|Sante Fe Trail Park Rd
31|Sante Fe Trl
3|Santiam Pass NE Way
6|Sarah-Jo Ave
4|Sara Jo Ln
1|Sargeant Prrd Dr
6|Sa-Sada Wa SE St
4|Saunders Lake Fr Road No 1
2|Savannah Walk NW Ln
1|S Bay To Bay Ct
6|S Big Ox Rd
2|S Billie Jo Cir
10|S Bi State Blvd
7|S Bith Ha Ah Rd
2|S Bur Oak Cir
2|S Bur Oak Pl
4|S C 1/2 Ave
2|S C 17 Rd
9|S C B Davidson Ave
4|Scenic Apartment Rd
3|S Charenton Cove E Cir
3|Schirm Loop NW Rd
4|Schmidt Twp Rd
24|Schneiders Crossing NE Rd
102|Schneiders Crossing NW Rd
3|School Hs Rd
2|Schriever Township Hwy
2|Schultz Fk Rd
2|Schuyler Hgts Apt Rd
10|Scipio Twp Rd 183
2|S Clay St Rd
2|Scl RR Spur Rd
16|S C M Allen Pkwy
57|S College St Rd
6|S Colonial Homes NW Cir
4|S Co-Op Blvd
2|Scoria Ln SE Pvt Rd
2|S Cortez Drive N Cir
2|S Cortez Drive S Cir
2|S Cortez Drive W Cir
11|Scotch Cross W Rd
28|Scott Dairy Loop S Rd
8|Scott Dairy Loop W Rd
5|Scott Greene Rd
1|Scott Pl NE Prrd
6|Scotts Right of Way
1|S C & P Ln
10|S C S Rd
2|S C W Ave
1|S Da Vinci Way
40|S Double Or Nothing Rd
7|S Dr Martin L King Jr Ave
17|S Dr M L King Jr Ave
2|S Dr Tv McCoo Blvd
11|S Dr Ty McCoo Blvd
4|SE 20th Ave-Hemlock Ave Aly
4|SE 50th Ave-48th Ave Aly
2|SE 54th Ave-52nd Ave Aly
2|SE 56th Ave-54th Ave Aly
2|SE 57th Ave-56th Ave Aly
4|SE 58th Ave-57th Ave Aly
4|SE 60th Ave-58th Ave Aly
4|SE 61st Ave-60th Ave Aly
4|SE 62nd Ave-61st Ave Aly
16|SE 63rd Ave-62nd Ave Aly
12|SE 64th Ave-63rd Ave Aly
4|SE 65th Ave-63rd Ave Aly
14|SE 65th Ave-64th Ave Aly
18|SE 66th Ave-65th Ave Aly
12|SE 67th Ave-66th Ave Aly
4|SE 68th Ave-67th Ave Aly
4|SE 69th Ave-68th Ave Aly
4|SE 70th Ave-69th Ave Aly
6|SE 71st Ave-70th Ave Aly
6|SE 72nd Ave-71st Ave Aly
4|SE 74th Ave-73rd Ave Aly
2|SE 76th Ave-75th Ave Aly
2|SE 77th Ave-76th Ave Aly
2|SE 7th Ave-6th Ave Aly
2|SE 81st Ave-80th Pl Aly
2|SE 82nd Ave-81st Ave Aly
6|SE 83rd Ave-82nd Ave Aly
8|SE 84th Ave-83rd Ave Aly
4|SE 85th Ave-84th Ave Aly
6|SE 86th Ave-85th Ave Aly
1|SE 92th Court Rd
12|SE 971-Bc Fire Rd
2|Sea Cove SW Pl
15|SE Alt Rd
3|Seascape Boulevard N SW
2|Seascape Boulevard S SW
2|Seashore Mobile Home W Redwood Ave
1|Seasons Ct
2|Seasons in the Sun Blvd
30|Second St Rd
2|Secret Cove NE Ct
1|Section 14 Beaverton Township Rd
4|SE Cypress Ave-Ladd Ave Aly
1|Sedgwick Loop SW Rd
7|S Ed Moffatt Rd
3|S Ed Wards Ave
1|S Ed Wells Rd
2|SE Ed Anna Ct
1|See-It-All Rd
4|SE Elliot Ave-Poplar Ave Aly
4|SE Elliot Ave-Spruce Ave Aly
1|See Ya Ln
4|SE Fa Je Jam Way
1|SE Go Around Ct
22|SE Grand Dd Hwy
28|Se-Ha-Payak Rd
5|SE Jm Ridgeway Blvd
4|S Ej Robson Blvd
1|SE Jt Kent Ave
4|SE Ladd Ave-Mulberry Ave Aly
4|SE Ladd Ave-Tamarack Ave Aly
4|SE Larch Ave-12th Ave Aly
3|Self's (Motel Rd)
2|S Eliseo C Felix Jr Way
4|Sellers Cove NE Way
2|S Elm St & St Hwy J
2|SE Locust Ave-Elliot Ave Aly
4|SE Maple Ave-Ladd Ave Aly
2|SE Maple State Rte
15|S Em en el Grove Rd
23|SE Mount Si Rd
1|Semper Fi Ave
1|Semper Fi Cir
1|Semper Fi Ct
5|Semper Fi Ln
1|Semper Fi Rd
42|SE Mt Si Rd
10|Senator Ed Jones Hwy
1|Seneca Twp Rd 365
3|Seneca Twp Rd 366
4|SE Orange Ave-Elliot Ave Aly
2|(Service Rd)
2|Serv US St
67|SE State Hwy CC
67|SE State Rte CC
5|SE St Rte 150 Hwy
28|SE St Rte 291 Hwy
6|Settle in Ln
2|SE Tys Ul Tad Loop
12|Seven Bar Loop NW Rd
6|S Fj Ellyson Blvd
4|S Fk Nemate Cr Rd
1|S Fk Nemote Cr Rd
1|S Fk Russell Creek Rd
1|S Fly in Lake Rd
2|S FM 1299 - Cr 1
36|S FM 155 Rd
24|S FM 331rd
51|S FM 441 Rd
69|S FM 565 Rd
4|S FM 647 Rd
12|S FM 81 Rd
19|S FM 99 Rd
1|S Graf Rd Prrd
8|Sgt Ed Holcomb Blvd
17|Sgt Ed Holcomb S Blvd
5|Shade Cty Rte 8/9 Ln
7|Shadow Path SW Ln
6|Shady Cove E Rd
2|Shady Cove NW Ct
2|Shady Cove SE Cir
5|Shady Cove Trailer Court Rd
2|Shady Cove W Rd
7|Shady Knoll NW Ave
16|Shady Lane NW Cir
2|Shady Lane NW Ct
4|Shady Lane SW Pl
5|Shady Ln NW Cir
2|Shady Ln NW Rd
1|Shady Loop NE Ln
4|Shady Lu Ln
4|Shady Pass Usfs 5900 Rd
4|Shady Stone Si NW
5|Shaker Blvd N Roadway
2|Shaker Blvd S Roadway
17|Shallotte Point Loop SW Rd
14|Sharon Twp Hwy 52
4|S Hart St Rd
2|Sha Wa Ct
2|Sha-Wa Ct
3|S H Bar M Rd
1|Shell E and P Ct
20|Shellman Cordrays Mi
8|Shelton I Deloach NE Rd
8|Sherburne Co Hwy 67
1|Sherman Rd/ Old 73 Hwy
4|She-Yo Ln
6|S Highway 385 State Rte
10|S Hi Lo NE Cir
2|Shingobee Twp Rd 37
1|Shirley Co Rte 522/3 Dr
7|Shirley Cty Rte 522/3 Dr
1|Shirley Jo Ln
2|Shirl Jo Ln
2|Shop Lane SW Rd
6|Shop NE Rd
1|Shop NW Rd
3|Shoppers N Ln
2|Shopping Center SE Rd
6|Short Drive NE Rd
1|Short Go Rd
2|Short Piece Ln
11|Short Pike SW Rd
27|Short State Hwy P
73|Short State Hwy Y
3|Shot Pouch Creek Rd
12|Shot Pouch Rd
26|Shut in Gap Rd
8|Shut in Rd
2|Shut in Ridge Ln
1|Sidney Jo Ln
2|Sigma Nu Pl
2|Silas Ed Ln
1|Silver Creek Prrd
7|Silverdale Loop NW Rd
2|Silver Lake Cabin Right Rd
1|Silver St (Alley)
9|Silver St Rd
9|Singer Pond Fe Rd
7|Site To See Ave
1|Siwash Ok Rd
10|Six Mi Rd
1|Sixth (Np) Ave
5|S Jl Wilson Rd
2|S Jo Lee Ln
2|S Jo Linda Ave
1|S Js Jones Rd
4|S Jt Johnson Rd
2|S Jt Stites Blvd
2|S Julia Jo Ave
3|S Jw Harris Rd
2|S Kathryn Jo Ln
1|S Kirkland Rd/sq M Ranch Rd Pprd
3|S Know It All Ln
3|Skyland Cove SW Ln
20|Sky-Wa-Mo Rd
3|Sky Way S Ct
6|S Laura Jo Ln
3|Sleepy Ave West Rd
2|Sleepy R-R Rd
13|S Lee Trover Todd Jr Hwy
2|Slice Right Cir
9|S Ll and G Ave
2|S Ll Males Ave
5|S L & N Turnpike Rd
4|S Loop 12 N Svc Rd
6|S Loop 12 S Svc Rd
4|S Loop E Fwy Svc Rd
9|S Lower Hart St Rd
1|Slow Go Rd
5|S Man O' War Ln
4|S Mar Jo Ln
2|S Mark IV Ct
2|S Martin Luther King, Jr Blvd
14|S M Bar J Ranch Rd
2|S Mi Casita Ln
89|Smith Township State Rd
2|Smith Trailer NE Ct
2|Smith Twp State Rd
2|S M L King Jr Blvd
76|S M L King Jr Pkwy
2|Smoke Rise NE Ct
9|Smoke Rise NE Ln
7|Smoke Rise SE Rd
2|Smoke Rise SW Ct
20|Smokey Lane NW Rd
6|Smokey Lane SW Rd
4|S Mountain Access (E) Rd
2|S Mountain Access (W) Rd
2|Smuteye Apartment Rd
2|S My Dream Ct
7|S My Place Rd
1|Snake River B & B Ln
16|S Na Wa Ta Ave
2|S New St Rd 446
11|Snohomish City and Foster Sl Rd
2|S Nu Vista Ln
1|Socrum Loop W Rd
2|S Old US 21 Rd
2|S Old Us80 Hwy
2|Somewhere in Time Ln
29|Somonauk-Serina County Hwy
6|Sondra Cove E Trl
4|Sondra Cove N Trl
15|Son in Law Rd
2|Son-In-Law Ridge Rd
1|Sonja Lu Ln
1|Sonny Koger Apartment Rd
4|Sorrell Bridge App Rd
6|Sorrell RR Row
3|Sorrel R R Row
1|Sound Prrd Dr
10|Southampton Parish Rd
2|Southern Cross NE Rd
2|Southern C S Trl
10|S Ox Bow Loop
9|S Ox Cart Trl
13|S Pa Ha Ln
2|S Pan Am Expy
90|Spanaway Loop S Rd
4|Spargur Loop NE Rd
38|S Park State Rte
2|S Pearl St Rd
2|Spencer Jr Rd
2|Spin To Win Ln
5|Spohrs Rd Cty Rte 8
3|S Poly Freeway SW Svc Rd
3|S Poly Frwy W Svc Rd
2|Sprague Hwy E Rd
6|Sprigg St Rd
14|Sprigg St Rd Old
3|Spring Cove NE Ct
1|Spring Creek Rv Motel
8|Springer Curry Rd
2|Springer East Branch No 2 Rd
13|Springfield-Washington C H Rd
1|Spring Gap Co Rte 2 Rd
39|Spring Place NE Rd
2|Spring Place NE Rd Old
184|Spring Place SE Rd
2|Spring Place SE Rd Old
1|Springs Place NE Rd Old
12|Square Lake SW Rd
6|Square Lake Trl N Ct
4|S Rail Road W Ave
2|S R and R Rd
1|S Red Knoll E Ln
9|S Right A Way Rd
7|S Right of Way Rd
3|S R K Ter
17|S R L Thornton Frwy Svc Rd
132|S R L Thornton Fwy
6|S Roosevelt Road T Pl
10|S Roosevelt Road V Pl
1|S RR Ave
1|S RR E Ave
2|S RR N Ave
2|S R & R Rd
1|S Saddler Prrd
2|S Saddlestone Ct South Ct
2|Ss America Ln
7|S Sante Fe Ave
25|Ss Ave
4|Ss Bar Ranch Rd
7|Ss Cassidy Rd
7|Ss Edwards Rd
2|Ss Hewett Trl
1|S Sj Tom Moore Ave
8|Ss Rd
22|S State Hwy Ab
4|S State Rte CC
10|S St Rt F Hwy
17|S Sun 'n Lakes Blvd
1|S Svc Rd (Ssr)
5|Stack Em Inn Rd
2|Stage North SW Ct
2|Stahls Ed Rd
4|Stairway To Heaven Rd
2|St Albans South State Hwy
4|Stamp Mill Loop E Rd
3|Standly Cove SW Way
3|St Andrews South NE Rd
1|St Andrews West NE Rd
1|Stanley Cove SW Way
4|Sta Off Mi Rd
70|Star Route Rd
11|State Highway 146 N Svc Rd
6|State Highway K Rd
29|State Hwy 101B Bus
41|State Hwy 114B Bus
4|State Hwy 114J Bus
49|State Hwy 114L Bus
4|State Hwy 121D Bus
42|State Hwy 121H Bus
67|State Hwy 146E Bus
32|State Hwy 171E Bus
1|State Hwy 180 (North Bound)
37|State Hwy 208B Bus
7|State Hwy 2-195 Rd Old
48|State Hwy 249B Bus
1|State Hwy 286A Bus
148|State Hwy 288B Bus
36|State Hwy 289C Bus
27|State Hwy 289D Bus
96|State Hwy 35C Bus
18|State Hwy 35M Bus
99|State Hwy 36E Bus
41|State Hwy 3e Bus
58|State Hwy 44C Bus
19|State Hwy 44D Bus
70|State Hwy 46C Bus
2|State Hwy 56A (Link)
10|State Hwy 59 N Svc Rd
62|State Hwy 64E Bus
100|State Hwy 67V Bus
55|State Hwy 6n Bus
103|State Hwy 70G Bus
48|State Hwy 71F Bus
18|State Hwy 78D Bus
60|State Hwy 78E Bus
51|State Hwy 78F Bus
15|State Hwy 78G Bus
5|State Hwy 7b Bus
3|State Hwy 7 (Truck)
2|State Hwy 80(Bus)
9|State Hwy 92 Bold State Hwy 92
2|State Hwy J & State Hwy 151
39|State Hwy NE Old
3|State Hwy S-29-148 Lp
10|State Hwy S-Alternate
3|State of Nh Sewer Rd
24|State Rd NE
2|State Rd NE Old
17|State Rd NW
63|State Rd Sc-38-90
14|State Rd SW
8|State Rd SW Old
3|State Rte 2 Alt / Rd 4
2|State Rte 33(Bus)
2|State Rte 53 W Hwy
1|State Rte 56 W Hwy Old
14|State Rte 67 9(Bus)
4|State Rte 6(Bus)
1|Statesboro Hwy/us 301
2|Station I SE Ct
2|Stavis Drive East NW
2|Stavis Drive E NW
4|St Charles Twprd 2
4|St Charles Twprd 23
6|St Clair Plaza N Ct
5|St Clair Plaza S Ct
15|St Co Hwy 27
10|St Co Rd 661A NW
3|St Croix Trl S Ln
2|Steady Gittin It Ln
2|Steamboat Rs Loop
2|Stein Am Rhein Ct
8|Stephanie Jo Ln
15|Steps To Heaven Rd
2|Sterling Place NW Cir
1|Stevens Access NE Trl
6|St Francis Co Shop Rd
1|St Francis Township Rd
2|Stikes Loop SE Rd
2|St Jo Ter
8|St Lo SW Ln
56|St Louis County Hwy 74
7|St Louis County Hwy 85
6|St Martin Parish Rd 104
1|Stock Township Rd
2|Stone Arch S H Rd
6|Stone Path SE Ln
1|Stony Brook Township Rd
1|Story P E Ln
4|Stossel Cr NE Rd
3|(s Town Line Road)
1|S (Township Road 294) Rd
4|Straight River Township Road 12
2|Stratford Walk NE Cir
3|Stratton Place SW Way
2|Strauss Lane SW Rd
2|Strike It Rich Ln
6|S Tri State Rd
2|Stubborn Ox Ln
4|S Turnpike E Fire Rd
2|Su Anne Ln
2|Su Garden Rd
8|Sugar Row NW Rd
1|Sugar Tree Prrd
3|Suite Landing Rd
2|Suite Life Cir
11|Suits US Dr
9|Suits US Ln
4|Su John Rd
2|Su Lew Ave
6|Su Lew SW Ave
2|Summit To Summit Mtwy
5|Su Muh Puh-Ku Way
14|Sunbury State Rd
2|Sun Cove NE Rd
4|Sun Da Go SE Ct
2|Sun-Da-Go SE Ct
1|Sun Da Go SE Dr
2|Sunflower Place NE Rd
9|S Union Avenue (Formerly)
21|S United States Highway 301 Hwy
3|Sunnybrook Farm Rd-
4|Sunny Place SW Rd
2|Sunrise Hwy North Svc Rd
7|Sunrise Pr W NW
6|Sun Rise SW Trl
2|Sunrise Villas N Ct
7|Sunserra Loop NW Rd
2|Sunset Access SE Rd
16|Sunset Blvd NW Rd
5|Sunshine Skyway S Ln
1|Surefire Wy SE Ln
4|Surrey Path NW Ct
110|S US 19E Hwy
36|S US 45 Rd
10|Su San Farms Rd
9|S US Highway 83 Frontage Rd
2|Su Siempre Pl
5|Su Su Ln
2|S Ve Ella Cir
12|S Village Square SE Rd
10|SW 110th S Canal Street Rd
1|SW 172th Place Rd
1|SW 29nd Avenue Rd
12|SW 63th Ave Rd
4|SW Access Road 3 Rd
2|SW Access Road 4 Rd
23|S Wa Pella Ave
14|S Washington State Rd
13|S Water Street Extended SE
4|Swa Wa Ct
2|SW Beaver State Rd
2|SW Capitol Hwy-Barbur Blvd Rmp
4|SW Da Vinci Ln
6|Sweden Ogden T L Rd
24|Swede Pass N Rd
1|Sweet As Sugar Ln
6|Sweetwater Cove N Blvd
18|Sweetwater Cove S Blvd
14|SW Em Watts Rd
55|S Wheat State Rd
1|Swigg Ct Cm Rd
78|S Williamsburg County Hwy
14|SW Interstate 25 Frontage Rd
2|SW Lc Folsom Rd
1|SW Loop 820 SW Svc Rd
5|SW Mount Si Blvd
2|SW Old M 291 Hwy
4|SW RR Ave
22|SW St Rte 150 Hwy
6|SW St Rte 291 Hwy
18|SW Town Vu Rd
10|SW US Veterans Hospital Rd
113|S Ww White Rd
2|Sycamore Pass E Ct
2|Sycamore Pass W Ct
2|Sydney Jo Ln
2|Sydney Walk NW Ln
2|Sylvan Cove West Rd
2|Tack Room Ln
1|Tad Right Rd
4|Taft Ct SW Way
7|Ta Ha Zouka Rd
13|Take It Easy Ranch Rd
7|Ta-Ki-Pi Rd
5|Tally Ho NW Ave
13|Tanner Sch Bus Rd
8|Tara Trace Ci Rcle SW
8|Ta-Wan-Ka Rd
2|Taylor Bx Rd
3|Taylor Sheets Jr Rd
2|Taylor St Rd
4|T B Catron NW Ave
10|T B Hospital Rd
1|Te-An-Oge Rd
2|Tea Room Cove
5|Tee-Ar Pl
1|Te-Ke-Ki Blvd
1|Telegraph (Lmhp B Street)
3|Te Lo Ca Rd
2|Ten Right Rd
7|Tent N Trailer Rd
2|Terrace Walk NE Ave
9|Terra Lane E SE
9|Terra Ln E SE
6|Terra Ln N SE
4|Terra Ln S SE
2|Terra Ln W SE
2|Terri Jo Ct
7|Terry Lane North Rd
12|Terry Lane South Rd
2|Terry Lee Partin Jr Rd
2|Ter Van NE Ct
1|T George Vaughan Jr Ave
2|That A Way NW Rd
2|That-A-Way NW Rd
6|The Letting Go Ln
2|The Red Ox Cir
1|The Right Way
3|Think About It Rd
2|Think About It Way
2|This Aint It Rd
3|This A Way E Rd
4|This A Way NW Rd
4|This-A-Way NW Rd
1|This Is An Aly
3|This Is It Ln
4|This Is It Rd
2|Thomas Ed Roach Ln
4|Thomas Ed Rustin Rd
3|Thomas Rv Way
1|Thomas Vc Rd
1|Thompson Loop NE Rd
2|Thorntree Ps NE
1|Thorn Twp Rd 1061
8|Thorn Twp Rd 1071
2|Thorn Twp Rd 1072
4|Thorn Twp Rd 1174
2|Thorn Twp Rd 83
27|Three Mile Harbor Hc Rd
2|Thunder in Sky NW Dr
1|T H US 169 Old
2|Tiffany Cove SW Ln
10|Timber Ridge Co Rd 28/2 Rd
15|Timber Ridge Co Rt 50/26 Rd
4|Timber Trails SW Rd
2|Timber Way East NE
2|Tin Shop SW Rd
1|Tir Na Nog Ln
3|T J Cove View Ln
3|T L Ferguson N Ct
2|T L Ferguson S Ct
2|T & M Dairy T Rd
18|T M West Pkwy
6|Tobacco Pouch Creek Rd
1|Tobacco Pouch Ln
12|Tolley-Ed Crouch Farm Rd
9|Tom Buk Tu Ln
3|Tom, Dick and Harry Rd
15|Tom Greene Rd
32|Tommy Purvis Jr Rd
2|Tommy R Brock Mhp Ln
3|Tom Ta Ha Creek Rd
4|Ton A Wan Da NE Ave
6|Ton-A-Wan-Da NE Ave
3|Top Row SW Rd
5|To To Tom Ln
2|To To Tom Rd
1|Touch and Go Ln
3|Town Commons NE Cir
1|Town Common S Rd
3|Towne Sq NW Blvd
2|Townhouse N Rd
1|Townhouse S Rd
20|Town Mm Rd
19|Town Vu Rd
6|Tow Path S Ln
2|Trace Ty Ln
2|Trace Way NW Ave
2|Tracey Jo Ct
2|Tracey Jo Rd
2|Traci Jo Ln
2|Tracy Jo Ct
6|Tracy Jo Rd
3|Tradition Cove E Ln
2|Tradition Cove W Ln
1|Traes Loop W Rd
2|Trailer Court W Rd Lp
1|Trails End 0.5 Ln
1|Trails End 7.5 Ln
2|Trails End NE Cir
22|Trails End NE Rd
5|Trails End NW Rd
5|Trails End SE Ct
1|Trails End SE Ln
9|Trails End SE Rd
2|Trail Vu Ct
25|Trail West SW Rd
2|Tramway Lane NE Ct
2|Treasure Cove SW Ln
4|Treasure St Rd
3|Tree Go Ln
5|Tree Way N Ln
1|Trent River Apt Ln
2|Tribble Walk SE Ct
319|Tri County Hwy
2|Trimble Twp Rd
3|Trimble Walk NE Ln
3|Triple B NW Ln
2|Triple J SW Rd
2|Triple L SE Trl
39|Tri State Rd
15|Tri-State Rd
6|Tri St Rd
65|Tri Township Rd
10|Tri-Township Rd
2|Tri Vu Rd
3|Trl To Olley SW
6|Trough Co Rte 6 Rd
2|Troy L Smith NE Rd
18|T R SE Ln
2|Tsa-La-Gi Rd
3|Tse Ya Toh Loop
2|Tsi la Gi Rd
2|Tuc in de Woods Ln
1|Tulip Tree Sg NE
